city,latitude,longitude,forecast_time,temperature_c,humidity_pct
Batumi,42.5885,45.2356,2026-11-24T19:00:00+00:00,21.65,34.74
Telavi,41.2974,41.7761,2026-11-24T20:00:00+00:00,-1.82,61.14
Tbilisi,41.2954,45.9911,2026-11-24T21:00:00+00:00,0.04,70.59
Kutaisi,42.5407,44.4386,2026-11-24T22:00:00+00:00,18.17,70.3
Telavi,41.8198,45.6494,2026-11-24T23:00:00+00:00,21.73,67.01
Kutaisi,42.8749,42.0489,2026-11-25T00:00:00+00:00,13.93,22.37
Batumi,41.7816,42.7254,2026-11-25T01:00:00+00:00,-3.04,78.88
Kutaisi,41.7791,45.0626,2026-11-25T02:00:00+00:00,13.54,87.66
Kutaisi,41.8992,45.0789,2026-11-25T03:00:00+00:00,24.81,69.52
Kutaisi,42.9161,44.7576,2026-11-25T04:00:00+00:00,29.73,32.88
Batumi,42.9086,43.079,2026-11-25T05:00:00+00:00,14.48,89.19
Batumi,41.0841,41.7017,2026-11-25T06:00:00+00:00,15.51,54.68
Kutaisi,42.8146,44.6039,2026-11-25T07:00:00+00:00,11.71,73.96
Kutaisi,42.4227,45.001,2026-11-25T08:00:00+00:00,9.92,20.19
Telavi,42.5431,45.8464,2026-11-25T09:00:00+00:00,3.07,30.35
Kutaisi,42.0617,45.4479,2026-11-25T10:00:00+00:00,34.75,62.87
Batumi,41.8699,45.7491,2026-11-25T11:00:00+00:00,27.01,51.85
Kutaisi,42.0776,44.7789,2026-11-25T12:00:00+00:00,-3.22,43.28
Telavi,42.1786,45.8254,2026-11-25T13:00:00+00:00,-2.49,78.07
Telavi,42.8581,45.5705,2026-11-25T14:00:00+00:00,19.35,36.17
Kutaisi,42.6696,42.1145,2026-11-25T15:00:00+00:00,5.59,82.41
Tbilisi,42.6335,44.3422,2026-11-25T16:00:00+00:00,18.18,47.64
Tbilisi,42.0615,41.2027,2026-11-25T17:00:00+00:00,33.08,51.45
Telavi,41.0045,41.2388,2026-11-25T18:00:00+00:00,-1.96,76.23
Telavi,41.0327,45.3427,2026-11-25T19:00:00+00:00,24.31,73.67
Kutaisi,42.5378,44.3166,2026-11-25T20:00:00+00:00,14.87,60.61
Kutaisi,42.5593,45.2762,2026-11-25T21:00:00+00:00,32.03,47.23
Kutaisi,41.3545,44.2805,2026-11-25T22:00:00+00:00,-4.43,50.07
Kutaisi,42.2937,45.7329,2026-11-25T23:00:00+00:00,-4.17,29.09
Kutaisi,41.338,42.4616,2026-11-26T00:00:00+00:00,5.28,31.33
Telavi,41.4082,41.8195,2026-11-26T01:00:00+00:00,-1.1,85.22
Kutaisi,42.9958,44.4578,2026-11-26T02:00:00+00:00,20.56,25.34
Batumi,42.7464,45.2652,2026-11-26T03:00:00+00:00,-4.87,36.77
Kutaisi,42.9303,41.5669,2026-11-26T04:00:00+00:00,13.05,28.5
Telavi,42.0216,43.4062,2026-11-26T05:00:00+00:00,19.57,74.98
Kutaisi,42.578,42.7662,2026-11-26T06:00:00+00:00,10.52,33.25
Kutaisi,42.4506,45.5546,2026-11-26T07:00:00+00:00,19.81,87.86
Tbilisi,42.9842,41.8115,2026-11-26T08:00:00+00:00,8.68,56.55
Batumi,41.9574,45.6236,2026-11-26T09:00:00+00:00,20.26,22.09
Telavi,42.5853,43.162,2026-11-26T10:00:00+00:00,27.29,74.31
Telavi,41.4247,41.9507,2026-11-26T11:00:00+00:00,20.5,74.14
Tbilisi,42.9523,44.7233,2026-11-26T12:00:00+00:00,28.38,85.37
Telavi,42.1149,43.2893,2026-11-26T13:00:00+00:00,7.89,45.82
Tbilisi,41.0728,41.9404,2026-11-26T14:00:00+00:00,17.84,21.2
Kutaisi,42.2974,43.0777,2026-11-26T15:00:00+00:00,28.5,87.87
Telavi,41.1705,45.2151,2026-11-26T16:00:00+00:00,18.79,59.3
Tbilisi,42.1858,43.3671,2026-11-26T17:00:00+00:00,17.14,58.61
Kutaisi,41.2395,45.0541,2026-11-26T18:00:00+00:00,26.45,64.67
Batumi,41.6241,45.1108,2026-11-26T19:00:00+00:00,6.74,80.11
Tbilisi,42.8781,44.3241,2026-11-26T20:00:00+00:00,34.94,68.71
Telavi,42.9986,42.4033,2026-11-26T21:00:00+00:00,28.99,88.69
Kutaisi,41.1502,42.5419,2026-11-26T22:00:00+00:00,6.99,21.59
Kutaisi,41.6555,44.559,2026-11-26T23:00:00+00:00,29.78,85.2
Tbilisi,41.7251,41.4758,2026-11-27T00:00:00+00:00,5.57,43.36
Tbilisi,41.3652,42.0616,2026-11-27T01:00:00+00:00,27.01,36.21
Kutaisi,41.623,44.8032,2026-11-27T02:00:00+00:00,25.19,83.91
Tbilisi,42.6232,43.7447,2026-11-27T03:00:00+00:00,18.09,68.33
Kutaisi,42.8126,44.2895,2026-11-27T04:00:00+00:00,-0.98,48.26
Tbilisi,41.6238,45.3898,2026-11-27T05:00:00+00:00,-1.28,43.33
Tbilisi,41.2738,41.4716,2026-11-27T06:00:00+00:00,32.79,20.28
Telavi,41.085,45.0475,2026-11-27T07:00:00+00:00,11.24,27.48
Batumi,42.1817,43.806,2026-11-27T08:00:00+00:00,26.76,25.74
Batumi,41.3703,45.5908,2026-11-27T09:00:00+00:00,23.03,27.27
Tbilisi,41.9406,44.6437,2026-11-27T10:00:00+00:00,0.07,71.65
Batumi,42.9793,41.0264,2026-11-27T11:00:00+00:00,15.92,39.13
Batumi,41.9853,42.1896,2026-11-27T12:00:00+00:00,12.19,62.93
Telavi,41.3849,43.6389,2026-11-27T13:00:00+00:00,8.77,48.32
Telavi,42.8215,42.4383,2026-11-27T14:00:00+00:00,4.96,79.93
Tbilisi,42.4138,42.275,2026-11-27T15:00:00+00:00,19.21,20.1
Tbilisi,41.8111,41.9558,2026-11-27T16:00:00+00:00,5.12,28.97
Batumi,42.6289,43.901,2026-11-27T17:00:00+00:00,33.69,37.41
Tbilisi,41.4617,42.25,2026-11-27T18:00:00+00:00,-3.14,25.05
Telavi,41.2659,42.0907,2026-11-27T19:00:00+00:00,33.38,60.22
Batumi,42.4345,45.1499,2026-11-27T20:00:00+00:00,-4.45,27.49
Batumi,41.8941,41.7349,2026-11-27T21:00:00+00:00,20.92,28.63
Kutaisi,41.6502,43.0556,2026-11-27T22:00:00+00:00,21.38,67.62
Telavi,42.3262,45.2888,2026-11-27T23:00:00+00:00,0.84,47.24
Batumi,42.7399,45.2906,2026-11-28T00:00:00+00:00,21.49,54.29
Kutaisi,41.8749,42.2606,2026-11-28T01:00:00+00:00,12.33,31.1
Tbilisi,42.4966,43.6214,2026-11-28T02:00:00+00:00,3.15,27.73
Kutaisi,41.2814,42.3966,2026-11-28T03:00:00+00:00,12.05,20.96
Tbilisi,42.173,42.7392,2026-11-28T04:00:00+00:00,20.77,51.45
Kutaisi,42.6789,45.8175,2026-11-28T05:00:00+00:00,5.79,53.62
Telavi,42.8096,41.0857,2026-11-28T06:00:00+00:00,4.38,54.01
Batumi,42.973,43.7587,2026-11-28T07:00:00+00:00,20.68,30.13
Kutaisi,42.4425,43.6101,2026-11-28T08:00:00+00:00,22.6,39.03
Kutaisi,42.4928,41.1015,2026-11-28T09:00:00+00:00,17.69,81.94
Batumi,42.7976,42.2605,2026-11-28T10:00:00+00:00,4.77,87.04
Batumi,42.255,45.8873,2026-11-28T11:00:00+00:00,-4.87,87.1
Kutaisi,42.537,44.8484,2026-11-28T12:00:00+00:00,11.79,43.89
Telavi,41.3868,41.5423,2026-11-28T13:00:00+00:00,7.25,73.49
Kutaisi,42.3921,42.3597,2026-11-28T14:00:00+00:00,2.98,48.14
Kutaisi,41.1922,43.3593,2026-11-28T15:00:00+00:00,2.85,37.14
Tbilisi,42.7156,42.7844,2026-11-28T16:00:00+00:00,25.36,57.27
Telavi,41.4552,45.7875,2026-11-28T17:00:00+00:00,-4.34,25.34
Batumi,41.4626,45.3328,2026-11-28T18:00:00+00:00,3.2,48.87
Tbilisi,41.2052,45.9489,2026-11-28T19:00:00+00:00,16.94,70.29
Batumi,42.476,42.0924,2026-11-28T20:00:00+00:00,-1.13,37.95
Telavi,41.2406,42.4021,2026-11-28T21:00:00+00:00,18.55,51.49
Batumi,41.187,45.6178,2026-11-28T22:00:00+00:00,19.47,26.55
Kutaisi,42.5822,43.6845,2026-11-28T23:00:00+00:00,20.16,73.26
Tbilisi,41.952,42.3854,2026-11-29T00:00:00+00:00,1.68,73.01
Tbilisi,42.8525,43.4477,2026-11-29T01:00:00+00:00,34.69,75.7
Kutaisi,41.2002,43.5185,2026-11-29T02:00:00+00:00,4.17,60.3
Tbilisi,41.8542,42.7448,2026-11-29T03:00:00+00:00,9.28,51.66
Batumi,41.0538,41.4876,2026-11-29T04:00:00+00:00,20.09,21.5
Kutaisi,41.3851,45.1116,2026-11-29T05:00:00+00:00,4.37,23.16
Batumi,41.3917,42.0454,2026-11-29T06:00:00+00:00,0.31,52.26
Telavi,41.4513,41.6726,2026-11-29T07:00:00+00:00,-0.28,83.86
Batumi,41.7333,44.7829,2026-11-29T08:00:00+00:00,25.44,78.43
Telavi,41.3079,41.3163,2026-11-29T09:00:00+00:00,31.05,53.16
Tbilisi,41.3428,41.1756,2026-11-29T10:00:00+00:00,2.0,79.0
Telavi,41.217,44.8221,2026-11-29T11:00:00+00:00,3.47,30.76
Tbilisi,41.8692,44.4984,2026-11-29T12:00:00+00:00,1.65,69.96
Kutaisi,42.7728,41.787,2026-11-29T13:00:00+00:00,34.89,57.3
Batumi,42.9072,43.1244,2026-11-29T14:00:00+00:00,19.44,75.63
Kutaisi,41.6315,44.0314,2026-11-29T15:00:00+00:00,32.05,75.88
Tbilisi,41.3925,42.4777,2026-11-29T16:00:00+00:00,25.9,52.54
Tbilisi,42.7494,41.5767,2026-11-29T17:00:00+00:00,22.78,83.06
Batumi,42.474,43.6677,2026-11-29T18:00:00+00:00,29.29,59.2
Telavi,42.8187,43.9033,2026-11-29T19:00:00+00:00,24.5,29.47
Batumi,42.0781,42.159,2026-11-29T20:00:00+00:00,0.06,83.56
Tbilisi,41.483,43.7614,2026-11-29T21:00:00+00:00,8.56,57.63
Kutaisi,41.5223,43.7445,2026-11-29T22:00:00+00:00,28.12,23.08
Telavi,42.7005,42.0265,2026-11-29T23:00:00+00:00,27.11,35.44
Tbilisi,42.0359,44.1242,2026-11-30T00:00:00+00:00,-2.14,70.46
Tbilisi,42.4755,42.6092,2026-11-30T01:00:00+00:00,1.59,39.34
Kutaisi,41.0599,44.8274,2026-11-30T02:00:00+00:00,26.2,74.27
Tbilisi,42.7258,44.6155,2026-11-30T03:00:00+00:00,-1.65,31.54
Tbilisi,41.1653,41.9521,2026-11-30T04:00:00+00:00,33.12,26.88
Kutaisi,41.1145,44.1542,2026-11-30T05:00:00+00:00,33.75,21.81
Batumi,42.9768,42.5642,2026-11-30T06:00:00+00:00,21.89,75.63
Kutaisi,42.5051,42.304,2026-11-30T07:00:00+00:00,-1.6,76.89
Telavi,41.5744,43.6111,2026-11-30T08:00:00+00:00,25.72,30.54
Kutaisi,42.0028,44.9415,2026-11-30T09:00:00+00:00,7.56,52.82
Telavi,41.9346,41.2207,2026-11-30T10:00:00+00:00,-3.05,66.34
Batumi,41.7558,44.1833,2026-11-30T11:00:00+00:00,-1.45,70.67
Kutaisi,42.0601,43.0259,2026-11-30T12:00:00+00:00,17.52,36.51
Batumi,42.5954,43.5584,2026-11-30T13:00:00+00:00,34.63,45.87
Tbilisi,41.7324,45.1079,2026-11-30T14:00:00+00:00,26.41,46.27
Tbilisi,42.1051,41.1969,2026-11-30T15:00:00+00:00,13.79,48.47
Batumi,41.8204,45.2801,2026-11-30T16:00:00+00:00,17.33,63.27
Tbilisi,42.5447,44.8931,2026-11-30T17:00:00+00:00,33.12,79.93
Batumi,41.2515,41.3036,2026-11-30T18:00:00+00:00,27.08,84.97
Telavi,41.5056,43.6429,2026-11-30T19:00:00+00:00,30.61,84.07
Tbilisi,41.5232,44.6664,2026-11-30T20:00:00+00:00,33.49,65.06
Telavi,41.9969,45.6545,2026-11-30T21:00:00+00:00,15.63,46.47
Batumi,42.0566,41.3208,2026-11-30T22:00:00+00:00,5.71,30.84
Tbilisi,41.283,43.0004,2026-11-30T23:00:00+00:00,22.12,70.82
Kutaisi,41.8153,41.793,2026-12-01T00:00:00+00:00,4.71,49.39
Batumi,41.7365,44.6261,2026-12-01T01:00:00+00:00,16.13,34.97
Kutaisi,42.9215,42.2592,2026-12-01T02:00:00+00:00,13.48,22.85
Telavi,41.5833,45.911,2026-12-01T03:00:00+00:00,10.6,44.83
Kutaisi,42.5153,45.3314,2026-12-01T04:00:00+00:00,-3.31,48.23
Batumi,42.4422,42.8452,2026-12-01T05:00:00+00:00,16.74,33.09
Batumi,42.9184,45.5572,2026-12-01T06:00:00+00:00,-4.07,25.92
Telavi,41.6155,44.9605,2026-12-01T07:00:00+00:00,29.52,55.91
Tbilisi,42.5441,44.6539,2026-12-01T08:00:00+00:00,9.73,58.93
Batumi,42.6608,42.3772,2026-12-01T09:00:00+00:00,24.02,29.4
Tbilisi,42.3474,42.6996,2026-12-01T10:00:00+00:00,6.59,64.74
Kutaisi,41.4776,45.5824,2026-12-01T11:00:00+00:00,3.36,73.55
Kutaisi,41.3887,43.6311,2026-12-01T12:00:00+00:00,18.48,81.84
Tbilisi,41.7894,42.1094,2026-12-01T13:00:00+00:00,0.66,27.15
Tbilisi,42.4226,43.2737,2026-12-01T14:00:00+00:00,13.66,81.5
Tbilisi,42.0888,44.0323,2026-12-01T15:00:00+00:00,2.94,61.53
Batumi,41.9852,41.6735,2026-12-01T16:00:00+00:00,20.76,89.96
Tbilisi,42.7648,45.2741,2026-12-01T17:00:00+00:00,23.93,86.93
Telavi,42.5168,42.6372,2026-12-01T18:00:00+00:00,10.57,52.32
Telavi,42.5578,44.6014,2026-12-01T19:00:00+00:00,15.98,20.59
Batumi,41.4174,41.1328,2026-12-01T20:00:00+00:00,27.43,61.03
Kutaisi,42.5573,41.5601,2026-12-01T21:00:00+00:00,0.12,61.8
Tbilisi,41.4888,42.8865,2026-12-01T22:00:00+00:00,13.89,69.2
Kutaisi,42.4585,45.1152,2026-12-01T23:00:00+00:00,18.84,87.23
Telavi,42.8333,45.4114,2026-12-02T00:00:00+00:00,22.2,47.42
Kutaisi,41.2679,41.2897,2026-12-02T01:00:00+00:00,7.45,24.96
Tbilisi,42.7417,44.1964,2026-12-02T02:00:00+00:00,18.0,27.62
Kutaisi,41.4517,42.985,2026-12-02T03:00:00+00:00,14.09,78.66
Batumi,42.513,43.0364,2026-12-02T04:00:00+00:00,1.82,70.61
Batumi,42.2131,43.5293,2026-12-02T05:00:00+00:00,-2.06,51.59
Kutaisi,41.6754,41.3837,2026-12-02T06:00:00+00:00,5.21,22.55
Kutaisi,41.2601,43.6805,2026-12-02T07:00:00+00:00,32.63,23.0
Kutaisi,42.261,44.8901,2026-12-02T08:00:00+00:00,8.5,54.47
Telavi,41.8573,45.8314,2026-12-02T09:00:00+00:00,24.75,56.35
Tbilisi,41.233,41.6439,2026-12-02T10:00:00+00:00,26.21,21.26
Tbilisi,42.8877,45.3741,2026-12-02T11:00:00+00:00,-2.78,81.95
Kutaisi,41.7812,45.4227,2026-12-02T12:00:00+00:00,-1.46,80.99
Tbilisi,41.7726,44.4245,2026-12-02T13:00:00+00:00,-2.09,85.82
Batumi,41.1999,41.8775,2026-12-02T14:00:00+00:00,3.74,82.82
Kutaisi,41.1041,43.149,2026-12-02T15:00:00+00:00,17.01,50.54
Tbilisi,41.9708,45.2372,2026-12-02T16:00:00+00:00,11.98,59.3
Batumi,42.2424,45.9196,2026-12-02T17:00:00+00:00,28.26,40.33
Tbilisi,41.2317,42.52,2026-12-02T18:00:00+00:00,17.18,75.57
Telavi,42.5605,42.713,2026-12-02T19:00:00+00:00,4.5,80.4
Batumi,41.8149,42.0598,2026-12-02T20:00:00+00:00,20.81,63.02
Tbilisi,41.1068,44.3351,2026-12-02T21:00:00+00:00,13.06,68.58
Tbilisi,42.0148,45.966,2026-12-02T22:00:00+00:00,18.23,24.54
Kutaisi,41.5715,41.9089,2026-12-02T23:00:00+00:00,-4.37,89.68
Kutaisi,42.1658,41.828,2026-12-03T00:00:00+00:00,25.25,69.43
Telavi,42.5333,43.8636,2026-12-03T01:00:00+00:00,10.03,74.64
Kutaisi,42.6606,44.2087,2026-12-03T02:00:00+00:00,25.38,72.22
Telavi,41.1793,43.6111,2026-12-03T03:00:00+00:00,0.81,74.85
Telavi,42.2736,43.8438,2026-12-03T04:00:00+00:00,0.88,59.57
Kutaisi,41.0425,43.5022,2026-12-03T05:00:00+00:00,7.38,63.31
Batumi,42.9066,45.4527,2026-12-03T06:00:00+00:00,-0.67,78.74
Batumi,41.5889,41.7065,2026-12-03T07:00:00+00:00,33.76,48.29
Tbilisi,41.8156,44.4984,2026-12-03T08:00:00+00:00,34.6,53.11
Telavi,42.2805,43.2859,2026-12-03T09:00:00+00:00,11.71,82.41
Telavi,41.3478,42.0795,2026-12-03T10:00:00+00:00,17.47,89.63
Batumi,42.04,42.102,2026-12-03T11:00:00+00:00,21.81,62.17
Kutaisi,42.3004,45.4926,2026-12-03T12:00:00+00:00,15.81,66.01
Tbilisi,42.6719,45.9047,2026-12-03T13:00:00+00:00,28.12,82.81
Telavi,42.7746,41.589,2026-12-03T14:00:00+00:00,0.7,68.66
Telavi,41.6827,43.7463,2026-12-03T15:00:00+00:00,28.96,30.31
Kutaisi,42.089,41.7331,2026-12-03T16:00:00+00:00,21.44,26.54
Telavi,42.1458,42.7236,2026-12-03T17:00:00+00:00,20.21,84.64
Batumi,41.0299,43.4096,2026-12-03T18:00:00+00:00,12.04,67.04
Batumi,42.533,45.0362,2026-12-03T19:00:00+00:00,7.55,43.58
Tbilisi,41.5039,41.9602,2026-12-03T20:00:00+00:00,5.68,57.9
Batumi,42.1752,44.8657,2026-12-03T21:00:00+00:00,28.99,39.03
Tbilisi,42.7093,45.1626,2026-12-03T22:00:00+00:00,1.57,72.66
Tbilisi,41.013,45.261,2026-12-03T23:00:00+00:00,12.37,47.35
Telavi,41.1252,41.2758,2026-12-04T00:00:00+00:00,28.35,73.43
Batumi,41.1501,44.3416,2026-12-04T01:00:00+00:00,27.57,43.44
Tbilisi,41.0958,41.3311,2026-12-04T02:00:00+00:00,16.11,62.84
Kutaisi,41.1602,44.1493,2026-12-04T03:00:00+00:00,-2.07,71.64
Tbilisi,41.9063,44.8683,2026-12-04T04:00:00+00:00,29.52,56.53
Telavi,42.2841,44.1349,2026-12-04T05:00:00+00:00,-2.99,45.79
Kutaisi,41.5402,45.4786,2026-12-04T06:00:00+00:00,12.63,61.92
Telavi,41.3246,44.5716,2026-12-04T07:00:00+00:00,12.96,29.78
Telavi,42.5259,43.0582,2026-12-04T08:00:00+00:00,0.2,29.6
Tbilisi,42.1109,41.4603,2026-12-04T09:00:00+00:00,29.9,70.75
Telavi,42.8457,45.6155,2026-12-04T10:00:00+00:00,34.28,59.58
Tbilisi,42.5382,42.3177,2026-12-04T11:00:00+00:00,10.89,56.68
Kutaisi,41.1343,41.9763,2026-12-04T12:00:00+00:00,3.11,36.25
Batumi,42.9084,42.571,2026-12-04T13:00:00+00:00,23.6,31.99
Kutaisi,42.8316,43.0066,2026-12-04T14:00:00+00:00,13.69,84.9
Telavi,41.0213,45.2477,2026-12-04T15:00:00+00:00,30.96,31.5
Tbilisi,41.1572,41.8169,2026-12-04T16:00:00+00:00,10.19,35.32
Telavi,41.4759,43.5665,2026-12-04T17:00:00+00:00,21.79,29.26
Telavi,42.0922,45.8822,2026-12-04T18:00:00+00:00,10.04,33.33
Telavi,41.1487,44.3394,2026-12-04T19:00:00+00:00,6.87,38.52
Tbilisi,42.452,41.8435,2026-12-04T20:00:00+00:00,18.15,23.34
Telavi,41.588,41.215,2026-12-04T21:00:00+00:00,27.7,50.18
Kutaisi,42.9899,42.1825,2026-12-04T22:00:00+00:00,3.2,37.51
Tbilisi,41.7967,43.6709,2026-12-04T23:00:00+00:00,32.11,83.35
Telavi,42.3346,41.8516,2026-12-05T00:00:00+00:00,2.47,20.98
Batumi,42.2781,45.3909,2026-12-05T01:00:00+00:00,30.77,61.23
Batumi,41.2047,41.9669,2026-12-05T02:00:00+00:00,15.78,88.16
Batumi,42.145,42.7007,2026-12-05T03:00:00+00:00,28.19,74.91
Telavi,41.4677,43.1301,2026-12-05T04:00:00+00:00,28.05,81.23
Batumi,42.7533,45.2404,2026-12-05T05:00:00+00:00,2.09,67.71
Kutaisi,41.8169,42.6924,2026-12-05T06:00:00+00:00,17.9,51.48
Tbilisi,41.9857,44.5141,2026-12-05T07:00:00+00:00,16.78,64.57
Telavi,42.3615,45.9723,2026-12-05T08:00:00+00:00,13.14,69.01
Telavi,42.7218,43.4823,2026-12-05T09:00:00+00:00,31.01,56.28
Batumi,42.7202,41.0773,2026-12-05T10:00:00+00:00,25.58,46.33
Batumi,41.1687,45.2034,2026-12-05T11:00:00+00:00,2.22,64.04
Kutaisi,42.3478,41.4309,2026-12-05T12:00:00+00:00,10.73,81.14
Kutaisi,41.0297,42.6753,2026-12-05T13:00:00+00:00,34.55,85.59
Kutaisi,41.8099,41.7517,2026-12-05T14:00:00+00:00,-2.09,65.59
Batumi,41.1455,43.8531,2026-12-05T15:00:00+00:00,8.1,47.86
Telavi,42.5099,45.7745,2026-12-05T16:00:00+00:00,17.3,57.4
Kutaisi,41.4704,44.1172,2026-12-05T17:00:00+00:00,16.67,74.83
Tbilisi,42.9062,41.6344,2026-12-05T18:00:00+00:00,31.74,79.56
Tbilisi,42.9028,44.459,2026-12-05T19:00:00+00:00,4.19,78.92
Telavi,42.95,43.9911,2026-12-05T20:00:00+00:00,22.66,55.52
Kutaisi,42.2967,42.4907,2026-12-05T21:00:00+00:00,19.22,79.23
Tbilisi,42.2945,42.4178,2026-12-05T22:00:00+00:00,13.07,58.2
Telavi,42.9249,44.7559,2026-12-05T23:00:00+00:00,-3.57,65.84
Tbilisi,41.7139,41.8952,2026-12-06T00:00:00+00:00,30.81,48.12
Telavi,41.9552,43.6964,2026-12-06T01:00:00+00:00,33.88,33.07
Telavi,41.5498,44.9012,2026-12-06T02:00:00+00:00,33.54,24.44
Telavi,41.9898,43.661,2026-12-06T03:00:00+00:00,10.38,30.49
Telavi,42.0116,44.5927,2026-12-06T04:00:00+00:00,1.16,78.39
Kutaisi,42.0322,41.9808,2026-12-06T05:00:00+00:00,34.77,22.67
Kutaisi,42.3631,41.0033,2026-12-06T06:00:00+00:00,20.74,67.76
Batumi,41.7374,44.4775,2026-12-06T07:00:00+00:00,30.32,66.45
Kutaisi,42.5111,42.9508,2026-12-06T08:00:00+00:00,24.11,43.23
Telavi,42.1384,41.1532,2026-12-06T09:00:00+00:00,-0.01,39.57
Batumi,42.5568,42.7132,2026-12-06T10:00:00+00:00,9.98,37.58
Telavi,41.9214,42.9703,2026-12-06T11:00:00+00:00,0.61,77.85
Kutaisi,41.3714,42.2331,2026-12-06T12:00:00+00:00,33.07,67.85
Kutaisi,42.5791,45.1515,2026-12-06T13:00:00+00:00,3.89,85.84
Tbilisi,41.6804,41.8221,2026-12-06T14:00:00+00:00,-1.82,67.64
Kutaisi,41.3732,44.8075,2026-12-06T15:00:00+00:00,23.9,85.25
Batumi,42.8279,42.7168,2026-12-06T16:00:00+00:00,1.71,60.28
Telavi,42.8921,42.1083,2026-12-06T17:00:00+00:00,22.78,44.03
Kutaisi,41.2044,45.3023,2026-12-06T18:00:00+00:00,32.58,27.43
Telavi,41.7385,41.1283,2026-12-06T19:00:00+00:00,20.83,56.33
Telavi,42.8992,43.7934,2026-12-06T20:00:00+00:00,-4.37,42.43
Telavi,42.546,42.4365,2026-12-06T21:00:00+00:00,5.47,20.53
Kutaisi,42.2563,41.5999,2026-12-06T22:00:00+00:00,22.02,55.86
Tbilisi,42.8526,41.566,2026-12-06T23:00:00+00:00,14.25,53.9
Tbilisi,41.3983,45.1651,2026-12-07T00:00:00+00:00,8.34,36.52
Tbilisi,41.172,42.8211,2026-12-07T01:00:00+00:00,10.78,26.17
Kutaisi,41.9074,42.6338,2026-12-07T02:00:00+00:00,8.11,27.51
Batumi,41.7322,45.4305,2026-12-07T03:00:00+00:00,27.7,53.31
Tbilisi,41.4763,43.1313,2026-12-07T04:00:00+00:00,29.06,23.21
Kutaisi,42.9055,41.7484,2026-12-07T05:00:00+00:00,29.57,76.17
Kutaisi,42.9008,44.9623,2026-12-07T06:00:00+00:00,-3.59,44.77
Telavi,41.7659,43.6461,2026-12-07T07:00:00+00:00,34.9,68.73
Telavi,42.123,44.0254,2026-12-07T08:00:00+00:00,28.4,73.04
Tbilisi,41.5434,41.6489,2026-12-07T09:00:00+00:00,28.79,56.87
Kutaisi,41.8044,45.4509,2026-12-07T10:00:00+00:00,32.41,59.02
Telavi,41.8322,45.7777,2026-12-07T11:00:00+00:00,29.56,60.85
Telavi,42.5846,43.2489,2026-12-07T12:00:00+00:00,12.69,40.91
Batumi,41.2764,44.5305,2026-12-07T13:00:00+00:00,15.41,88.82
Kutaisi,42.0827,42.6977,2026-12-07T14:00:00+00:00,18.53,87.52
Kutaisi,42.5752,45.2079,2026-12-07T15:00:00+00:00,6.52,55.14
Kutaisi,42.916,45.5524,2026-12-07T16:00:00+00:00,33.71,76.87
Telavi,42.9708,41.127,2026-12-07T17:00:00+00:00,32.3,20.44
Tbilisi,41.0857,45.0081,2026-12-07T18:00:00+00:00,9.9,36.07
Batumi,41.1455,42.1821,2026-12-07T19:00:00+00:00,20.71,77.81
Tbilisi,42.5986,45.3424,2026-12-07T20:00:00+00:00,-2.23,20.39
Kutaisi,41.9611,43.6089,2026-12-07T21:00:00+00:00,20.34,49.8
Batumi,42.364,42.4195,2026-12-07T22:00:00+00:00,6.37,56.39
Telavi,41.7717,44.0998,2026-12-07T23:00:00+00:00,23.67,30.09
Batumi,41.8461,45.4943,2026-12-08T00:00:00+00:00,26.55,70.36
Kutaisi,42.2863,41.7485,2026-12-08T01:00:00+00:00,-4.75,45.64
Batumi,42.8385,42.4396,2026-12-08T02:00:00+00:00,32.99,24.87
Batumi,42.6108,41.8644,2026-12-08T03:00:00+00:00,16.73,77.14
Batumi,41.3808,41.3146,2026-12-08T04:00:00+00:00,3.01,30.02
Tbilisi,42.2538,44.1203,2026-12-08T05:00:00+00:00,-2.64,71.68
Tbilisi,42.0392,43.0768,2026-12-08T06:00:00+00:00,14.58,34.28
Telavi,41.69,43.6626,2026-12-08T07:00:00+00:00,25.68,48.28
Tbilisi,42.3303,41.8847,2026-12-08T08:00:00+00:00,2.23,44.51
Telavi,41.6417,44.7341,2026-12-08T09:00:00+00:00,9.53,63.94
Telavi,41.2713,41.7738,2026-12-08T10:00:00+00:00,17.85,22.29
Batumi,42.2372,43.5546,2026-12-08T11:00:00+00:00,26.02,66.88
Telavi,41.7648,44.2884,2026-12-08T12:00:00+00:00,4.64,27.16
Tbilisi,42.0987,41.9083,2026-12-08T13:00:00+00:00,12.58,28.47
Telavi,41.3511,43.2858,2026-12-08T14:00:00+00:00,3.6,51.0
Batumi,42.8516,44.277,2026-12-08T15:00:00+00:00,33.66,86.97
Tbilisi,41.6516,41.8627,2026-12-08T16:00:00+00:00,18.07,59.68
Batumi,42.482,45.4078,2026-12-08T17:00:00+00:00,33.21,71.3
Kutaisi,42.3145,43.9259,2026-12-08T18:00:00+00:00,20.61,36.54
Batumi,41.4729,41.8328,2026-12-08T19:00:00+00:00,21.13,69.17
Batumi,42.5787,45.2785,2026-12-08T20:00:00+00:00,16.61,42.41
Kutaisi,41.5336,41.6108,2026-12-08T21:00:00+00:00,23.99,52.41
Telavi,41.4377,45.0412,2026-12-08T22:00:00+00:00,6.59,85.93
